,beer_id,beer_name,abv,ibu,text,ibu_style_mean,bitter,style_name,brewery_name,city,state,country
355,3865,Penn Pilsner,4.0,10.0,"Our flagship brand! An amber Vienna-style lager beer that is smooth, mellow and full bodied, with delicate hop aroma. Uses two-row barley malt and caramel-roasted malt. Based on founder Tom Pastorius' favorite German bier.",20.0,0,German-Style Pilsener,Penn Brewery,Pittsburgh,Pennsylvania,United States
356,3866,Penn Gold,4.0,10.0,"Nationally acclaimed as the best Munich-style beer made in America. Penn Gold is a light-colored, medium bodied lager beer with a delicate hop aroma.",6.5,1,American-Style Lager,Penn Brewery,Pittsburgh,Pennsylvania,United States
357,3867,Penn Dark,4.0,10.0,"Munich and various roasted malts give it a very malty, rich flavor with a hint of burnt flavor. 100% imported Hallertau hops, moderate bitterness and aroma.",,0,Undefined-Ignore,Penn Brewery,Pittsburgh,Pennsylvania,United States
358,3868,Penn Weizen,4.0,10.0,"Authentic wheat beer, brewed in the Southern German tradition, won the Silver Medal in 1997 and the Gold Medal at the 2000 in Denver, Colorado. Penn Weizen is top-fermented, cask-conditioned, and very effervescent with a slight hint of tangy clove flavor.",15.0,0,South German-Style Hefeweizen,Penn Brewery,Pittsburgh,Pennsylvania,United States
359,3869,Penn Marzen,4.5,10.0,"A spring fest beer that is amber in color, Penn Mí_rzen has full flavor and body. Highly rated by the National Beverage Tasting Institure.",,0,Undefined-Ignore,Penn Brewery,Pittsburgh,Pennsylvania,United States
360,3870,PENNdemonium,8.0,10.0,"Introduced on May 1, 2007. Available May and June. Distributed throughout our network of wholesalers in draft and 22 oz. bottles.",22.0,0,Traditional German-Style Bock,Penn Brewery,Pittsburgh,Pennsylvania,United States
361,3871,Penn Oktoberfest,4.5,10.0,"A rich, deep golden-colored lager fest bier that is exceptionally smooth and mellow. Uses two-row malted barley and a combination of roasted malts. Highly rated by the National Tasting Institute.",26.0,0,German-Style Oktoberfest,Penn Brewery,Pittsburgh,Pennsylvania,United States
362,3872,Augustiner,4.3,10.0,"Augustiner is a premium amber lager with a smooth, full-bodied flavor. From the rich copper color to the subtle caramel taste and clean finish, ití¢äåä¢s brewed to please the beer drinker who appreciates the best. This distinctive, well-balanced brew is",6.5,1,American-Style Lager,Iron City Brewing Co.,Pittsburgh,Pennsylvania,United States
363,3875,Stoudt's American Pale Ale,5.0,10.0,"This uniquely American beer offers a crisp, medium body with a light amber color.  Generous additions of Cascade hops provide a refreshing bitterness and vibrant citrus aroma.",15.0,0,American-Style Pale Ale,Stoudt's Brewery,Adamstown,Pennsylvania,United States
364,3876,Stoudt's Gold Lager,4.7,10.0,"Stoudt's Gold Lager is widely recognized as one of the finest German-style beers brewed in America.  Brewed with the finest specialty malts and noble hops, this light bodied, easy drinking lager features a subtle balance of sweet malt and clean crisp hops",6.5,1,American-Style Lager,Stoudt's Brewery,Adamstown,Pennsylvania,United States
365,3877,Scarlet Lady Ale,5.0,10.0,"This English-style ale is brewed with Marris Otter and Caramel malts for a rich, reddish-copper color and smooth malty palate.  The use of bittering and aroma addition hops balances the regal, sweet maltiness and imparts a softly perfumed aroma",25.0,0,Extra Special Bitter,Stoudt's Brewery,Adamstown,Pennsylvania,United States
366,3878,Stoudt's Pils,4.7,10.0,"Reflective of the traditional German style, Stoudt's Pils is delicately dry with firm bitterness.  This crispness of Saaz hops and a dry malt finish make the Pilsener an excellent aperitif.",20.0,0,German-Style Pilsener,Stoudt's Brewery,Adamstown,Pennsylvania,United States
367,3879,Amish Four Grain,5.6,10.0,"Our multi-grain pale ale summons the sweetness of oats, the complexity of rye and the smoothness of malted wheat, balanced by a generous dry-hopping of imported, noble Saaz hops.",15.0,0,American-Style Pale Ale,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
368,3880,Lancaster Strawberry Wheat,4.7,10.0,"Just in time for summer, this American wheat lager style beer with the subtle suggestion of real, fresh strawberries, is the perfect pint of true refreshment.  Light and crisp, our Strawberry Wheat is a \must try\"" for fruit and beer lovers alike.""",17.5,0,Light American Wheat Ale or Lager,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
369,3881,Lancaster Milk Stout,5.3,10.0,"We are proud to offer one of the few surviving examples of this traditional English style sweet stout.  A bold dark ale, bursting with roasted barley dryness and mellowed by hints of chocolate and coffee.",65.0,0,American-Style Stout,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
370,3882,Hop Hog IPA,7.9,10.0,"Our hoppiest beer to date.  This formidable India Pale Ale has a hop aroma that demands attention.  The bold, citrus hop flavor is balanced by a dry malt character that makes this refreshing ale a true classic.",82.5,0,American-Style India Pale Ale,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
371,3883,Pabst Blue Ribbon,4.74,10.0,"PBR is not just any beer- so you would expect the history to be a bit unusual, and it is. Pabst was originally called \Select",11.5,0,American-Style Light Lager,Pabst Brewing Company,San Antonio,Texas,United States
372,3884,Pabst Blue Ribbon Light,4.19,10.0,"PBR is not just any beer- so you would expect the history to be a bit unusual, and it is. Pabst was originally called \Select",11.5,0,American-Style Light Lager,Pabst Brewing Company,San Antonio,Texas,United States
373,3885,Old Milwaukee,4.6,10.0,"Old Milwaukee. A trusted, high quality beer that continually receives the highest awards and accolades from Beer experts across America. Old Milwaukee has a long history of celebrating \Blue Collar\"" sensibility. Simply said",6.5,1,American-Style Lager,Pabst Brewing Company,San Antonio,Texas,United States
374,3886,Piels Draft,4.6,10.0,It took í¢äåñThe Beer Drinkerí¢äåä¢s Beerí¢äå to introduce a real draft in a caní¢äåäóand you can still taste that milestone in brewing history today with every can of Piels. Our Draft Style delivers unsurpassed flavor and character like it was d,11.5,0,American-Style Light Lager,Pabst Brewing Company,San Antonio,Texas,United States
375,3887,Piels Light,3.79,10.0,"Over a century of brewing skill, along with the finest ingredients obtainable, has resulted in a beer unique for its balance of lightness and delicious flavor.",11.5,0,American-Style Light Lager,Pabst Brewing Company,San Antonio,Texas,United States
376,3888,St Ides,8.0,10.0,"St. Ides High Gravity Premium Malt Liquor is the brand of choice with the new generation of malt liquor drinkers. With its high quality, high strength flavor, St. Ides compliments the lifestyle of the fast paced, urban, edgy malt liquor drinker of today.",,0,Undefined-Ignore,Pabst Brewing Company,San Antonio,Texas,United States
377,3889,Colt 45,6.5,10.0,"For over 4 decades, Colt 45 Premium Malt Liquor has been the \class of all malt liquor brands\"". With its smooth and distinct flavor and historic affiliation with Billy Dee Williams",,0,Undefined-Ignore,Pabst Brewing Company,San Antonio,Texas,United States
378,3890,IC Light,4.15,10.0,"IC Light is an original, not a watered down copy, and brewed to be light from start to finish.",11.5,0,American-Style Light Lager,Iron City Brewing Co.,Pittsburgh,Pennsylvania,United States
379,3891,Rare Rooster Summer Rye Ale,4.8,10.0,"Extra Pale Ale with a subtle Rye flavor, this beer Pours a light orange-amber color with a thin light beige head. A refreshing summer beer.

Available at the Brewery from April - September",15.0,0,American-Style Pale Ale,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
380,3892,Lancaster Winter Warmer,8.9,10.0,"Our classic Olde Ale redefines the term \full-bodied\"" with its deliverance of complex and firm malt flavor. A fine blend of British and American hops provides an even bitterness as this beer finishes with a warming alcohol flavor.""",47.5,0,Old Ale,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
381,3893,Spring Bock,6.5,10.0,"A traditional German style lager. Characterized by a deep copper color and rich malt flavor. Balanced with German hops.

Available at the Brewery and in bottles & cases from March - May.",6.5,1,American-Style Lager,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
382,3894,Lancaster Oktoberfest,6.5,10.0,"This smooth brew ushers in Autumn with an invitingly tawny color complemented by an assertive maltiness. A noble crispness from German and Czech hops completes this very traditional lager-style beer, Available from August to November.

Available at the Br",26.0,0,German-Style Oktoberfest,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
383,3895,Doppel Bock,8.1,10.0,"A mighty lager-style brew, dark in color. Our Doppelbock brings a big malty sweetness together with the classic lager smoothness, topped off with a slightly evident alcohol flavor. A toasty brew to battle even the coldest winter nights.

Available at the ",22.0,0,Traditional German-Style Bock,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
384,3896,Lancaster Hefe Weizen,6.0,10.0,"Light and refreshing! This very bubbly Munich style weizen beer is highlighted by a spicy, banana finish.

Available at the Brewery from May - October",15.0,0,South German-Style Hefeweizen,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
385,3897,Gold Star Pilsner,5.1,10.0,"Crisp and refreshing, this classic Bohemian Pilsner brings noble hop flavor and traditional German maltiness into perfect union before another healthy dose of imported hops tips the scales towards a decidedly hoppy finish.",20.0,0,German-Style Pilsener,Lancaster Brewing Co.,Lancaster,Pennsylvania,United States
386,3899,Wipeout IPA,7.0,10.0,"This one is dedicated to everyone who has gotten up at the butt crack of dawn, headed towards the shores and found it 4-6 feet and offshore only to find 30 of your \buddies\"" have already claimed the peak. As you paddle out",82.5,0,American-Style India Pale Ale,Port Brewing Company,San Marcos,California,United States
387,3900,Amigo Lager,5.0,10.0,"Because everyone needs a friend.  It seems only natural that with San Diego being one of the closest cities to the Mexican Border that you would find a beer like Amigo.  Brewed in the San Diego Lager style, this all malt lager is a refreshing way to start",6.5,1,American-Style Lager,Port Brewing Company,San Marcos,California,United States
388,3901,Hop 15 Ale,14.5,10.0,"First brewed in 2002 to celebrate the 15th Anniversary of the Pizza Port in Solana Beach, Hop 15 was imagined and designed by Tomme Arthur and Jeff Bagby. It was to be a celebration of 15 years of \Good Beer Brings Good Cheer.\"" So there are 15 different ",35.0,0,Imperial or Double India Pale Ale,Port Brewing Company,San Marcos,California,United States
389,3902,Old Viscosity,14.5,10.0,"\Not your Dad's Wimpy 30 Weight is how our original label used to describe this massive chewy and thick beer. Code named by our brewers-\""The Big Black Nasty",47.5,0,Old Ale,Port Brewing Company,San Marcos,California,United States
390,3903,St. Nikolaus Bock Bier,6.0,10.0,"A very rich, dark bock beer. dark ruby in color with subtle tones of chocolate and burnt malt. It will warm you on a cold winter night and brighten your days. The perfect holiday gift for the beer drinker.",22.0,0,Traditional German-Style Bock,Penn Brewery,Pittsburgh,Pennsylvania,United States
391,3904,Wild Rice Lager,4.5,10.0,"This unique, award-winning lager combines the smoothness of traditional barley with the warm, nutty flavor of wild rice. Truly an original brew!",6.5,1,American-Style Lager,Minocqua Brewing Company,Minocqua,Wisconsin,United States
392,3905,Pale Ale,4.5,10.0,An amber-colored ale with a pronounced floral aroma and a flavor contributed by Cascade hops. Hop lovers will savor this bold version of an American classic.,15.0,0,American-Style Pale Ale,Minocqua Brewing Company,Minocqua,Wisconsin,United States
393,3906,Nut Brown Ale,4.5,10.0,"Perhaps the most ancient style of beer, our brown ale is robust with a hint of nut flavor. With definable malt characteristics, this dark ale is sure to please any beer enthusiastí¢äåä¢s palate.",30.0,0,American-Style Brown Ale,Minocqua Brewing Company,Minocqua,Wisconsin,United States
